District,Year,Yield,Rainfall,Temperature,Humidity,Sunlight,Soil_Moisture,Soil_Type,Pest_Risk,PFJ_Policy,Yield_Lag1,Growing_Degree_Days,Water_Availability,Climate_Stress,Moisture_Temp_Ratio,Rainfall_per_Sun,Years_Since_PFJ,Yield_Change,Yield_Growth_Rate,Rainfall_Temp_Ratio,Moisture_Heat_Index,Water_Availability_Index,Drought_Indicator,Heat_Stress_Indicator,Rainfall_Anomaly,Temperature_Anomaly
Upper Denkyira West,2021,2.53,750.64,25.26124183006536,89.0367320261438,16.60666666666667,0.7567320261437909,Forest Ochrosol,0,1,2.58,419.5050226579521,568.0333281045752,0.2805659563780069,0.0288155461588812,42.63385081408557,4,-0.0500000000000002,-0.0193723363037583,28.58356831932543,19.11599071297364,751.3967320261438,1,0,-63.539999999999964,-0.1283006535947706
Gushiegu,2011,1.32,833.5,27.03732026143791,79.7770588235294,18.79183006535948,0.6226797385620915,Savanna Ochrosol,0,0,1.78,508.080727775642,519.0035620915032,0.3347153344677395,0.0222089605124821,42.11333652560143,0,-0.4599999999999999,-0.2582818641212802,29.728233377081434,16.835591511811696,834.122679738562,1,0,-70.34363636363639,-0.45623291740938754
Gomoa East,2017,2.04,828.8,25.600718954248364,88.70326797385621,16.473986928104576,0.8045098039215687,Forest Ochrosol,1,1,2.64,421.7459094023666,666.7777254901961,0.2853933812278681,0.0302439120275386,47.43050360573326,0,-0.6000000000000001,-0.2271866717152594,31.15705261295704,20.596029386133537,829.6045098039215,0,0,147.8455555555555,-0.10510530137980822
Mfantsiman,2016,2.41,674.8199999999999,25.911176470588234,86.00326797385621,15.860588235294118,0.6310457516339869,Forest Ochrosol,1,0,2.4,410.9665006920415,425.842294117647,0.2978184276753183,0.0234492071472114,40.023514635592925,0,0.0100000000000002,0.0041649312786339,25.075826794028284,16.35113783160323,675.451045751634,1,1,-80.12636363636364,0.5338502673796803
Ahanta West,2017,2.04,994.63,25.64385620915033,88.56032679738561,16.827058823529413,0.8188235294117647,Forest Ochrosol,1,1,1.08,431.5106768935025,814.4264470588236,0.2863305341344389,0.0307321704104736,55.79327525902461,0,0.96,0.8880666049953746,37.33055726589656,20.99779284890427,995.4488235294118,0,0,182.2733333333333,-0.06249818445896693
Fanteakwa,2015,2.12,400.64,26.745816993464054,79.11980392156863,16.86699346405229,0.5697385620915033,Forest Ochrosol,0,0,1.85,451.1215204194969,228.26005751633988,0.3338227964168039,0.0205342146611041,22.42347045159402,0,0.27,0.1458670988654781,14.439654096124716,15.238123315818704,401.2097385620915,1,1,-222.38,0.39306001188354145
Sissala East,2020,2.58,846.05,27.95111111111112,72.7745751633987,19.292549019607844,0.5516993464052288,Savanna Ochrosol,0,1,2.53,539.2481812636167,466.7652320261438,0.378871868109087,0.0190562408567971,41.69264290959688,3,0.0500000000000002,0.0197550375345714,29.2234034387473,15.420609731299933,846.6016993464052,0,0,12.368181818181824,-0.21496732026142595
Kwahu West,2016,2.62,505.59,26.505294117647058,79.59640522875817,16.91856209150327,0.5467320261437909,Forest Ochrosol,1,0,2.53,448.4314642829681,276.42224509803924,0.3288644703497212,0.0198773379337548,28.215991741867708,0,0.0900000000000003,0.0355590675622284,18.381552214546932,14.491293156478278,506.13673202614376,1,1,-146.2808333333333,0.736503267973859
East Gonja,2021,2.53,826.02,27.710718954248364,77.59254901960784,18.596013071895424,0.5706535947712419,Savanna Ochrosol,0,1,2.58,515.3088919048229,471.3712823529412,0.3525871001758053,0.0198759771805296,42.15245197936088,4,-0.0500000000000002,-0.0193723363037583,28.77043940683947,15.813221384937417,826.5906535947712,0,1,74.3790909090909,0.31570409982174397
Krachi West,2016,1.43,1110.49625,27.08013071895425,82.48869281045752,17.435032679738562,0.680326797385621,Tropical Black Earth,1,0,1.35,472.1429640565595,755.5003572712418,0.3243568656708239,0.024228049512832,60.23836622869217,0,0.0799999999999998,0.0592153960029606,39.547403148319695,18.42333860481012,1111.1765767973855,0,1,171.51181818181806,0.24656565656565732
Mfantsiman,2019,2.53,845.21,25.51666666666667,89.72869281045752,16.087777777777777,0.7760130718954249,Forest Ochrosol,0,1,2.25,410.506462962963,655.8940084967321,0.2812414229308237,0.0292651064196891,49.46283893621172,2,0.2799999999999998,0.1243891603731674,31.874670018856065,19.801266884531593,845.9860130718955,0,1,90.26363636363646,0.13934046345811524
Shama,2019,2.53,847.34,25.87339869281045,88.27261437908496,16.087777777777777,0.7803921568627451,Forest Ochrosol,0,1,2.25,416.2454885257806,661.2574901960785,0.2898245881199615,0.0290395779775903,49.587489433643285,2,0.2799999999999998,0.1243891603731674,31.530808949248847,20.191397411252076,848.1203921568627,0,1,34.98333333333335,0.16704429920115516
Ejura Sekyedumase,2012,1.4,742.65,25.981045751633985,81.73228758169935,17.01339869281046,0.6135294117647059,Forest Ochrosol,0,0,1.18,442.0258898286984,455.6376176470588,0.314037560317395,0.0227392747268719,41.22764463634549,0,0.2199999999999999,0.1862828111769686,27.524878273297645,15.94013571703191,743.2635294117647,0,0,61.77090909090907,-0.6507664884135487
Offinso North,2014,1.3,593.7,26.1243137254902,80.24143790849674,17.55333333333333,0.5538562091503267,Forest Ochrosol,0,0,1.2,458.5687869281046,328.824431372549,0.3215639013543107,0.0204191787027532,31.99964067553001,0,0.1,0.0832639467110741,21.888111382595746,14.469113366653852,594.2538562091504,1,1,-113.15666666666664,0.23013798111837858
Ahanta West,2016,1.08,763.61,25.91934640522876,86.91235294117647,17.161633986928106,0.6941176470588235,Forest Ochrosol,1,0,1.11,444.81833618693673,530.0351764705882,0.2948316765286876,0.0257850854404102,42.04522569663119,0,-0.03,-0.027002700270027,28.366587676574415,17.991075740099962,764.3041176470589,1,1,-48.74666666666667,0.21299201161946613
Atiwa,2016,2.73,578.59,25.93647058823529,83.51111111111112,16.91856209150327,0.5910457516339869,Forest Ochrosol,1,0,2.68,438.8077880815071,341.97316143790846,0.3069001252880852,0.0219422121282708,32.28997935466927,0,0.0499999999999998,0.0186497575531517,21.479799965059403,15.32964075355632,579.181045751634,1,1,-97.76454545454544,0.6416102198455107
Kintampo South,2012,1.83,777.56,25.92745098039216,81.46228758169934,16.648758169934638,0.6420915032679738,Forest Ochrosol,0,0,1.82,431.65986133538377,499.2646692810457,0.3144158589428481,0.0238452389621107,44.05749076014903,0,0.01,0.0054914881933003,28.87610864341367,16.647795975906703,778.2020915032679,0,0,76.35363636363627,-0.7037492572786661
Gomoa West,2015,2.36,614.99,25.60771241830065,87.57320261437908,16.84313725490196,0.7269934640522876,Forest Ochrosol,0,0,1.77,431.3142150454953,447.0937104575164,0.2891135429503309,0.027322659408791,34.466472527472526,0,0.5899999999999999,0.3331451157538113,23.11322335162541,18.61663955743517,615.7169934640523,1,0,-65.96444444444444,-0.09811183732752227
Mfantsiman,2011,2.16,792.21,25.15424836601307,89.30666666666667,15.470980392156862,0.7540522875816994,Forest Ochrosol,0,0,2.15,389.160883250032,597.3677627450982,0.2785425405951543,0.0288309676129548,48.097319111449735,0,0.0100000000000002,0.0046490004649001,30.28991653338665,18.96761852279038,792.9640522875817,0,0,37.263636363636465,-0.2230778371954827
Bunkpurugu/Yunyoo,2021,2.53,994.89,27.4081045751634,76.32169934640523,19.78143790849673,0.6045751633986928,Savanna Ochrosol,0,1,2.58,542.17171884318,601.4857843137254,0.3544684714231857,0.0212817846329409,47.873973128357385,4,-0.0500000000000002,-0.0193723363037583,35.02134390443673,16.57025930197787,995.4945751633987,0,1,55.68125000000009,0.054497920380271125
Nadowli,2021,2.53,896.21,27.98222222222222,71.119477124183,19.4281045751634,0.561045751633987,Savanna Ochrosol,0,1,2.58,543.6415395787944,502.81481307189546,0.3879981294656289,0.0193582723689076,43.87142217245241,4,-0.0500000000000002,-0.0193723363037583,30.922749578285543,15.699306899055918,896.771045751634,0,1,75.9909090909091,0.1714676173499683
Birim Central,2013,2.51,450.99,25.53385620915033,82.36679738562093,16.894248366013073,0.5840522875816994,Forest Ochrosol,0,0,2.5,431.3753085394507,263.4017411764706,0.3062832807531407,0.0220115871201671,25.203070326025813,0,0.0099999999999997,0.003998400639744,16.99677560792969,14.913107129736428,451.5740522875817,1,1,-292.7266666666667,0.14407407407407646
New Juaben,2011,2.3,708.03,25.467712418300653,87.49058823529411,16.411045751633985,0.7501960784313726,Forest Ochrosol,0,0,2.3,417.951793686189,531.1613294117648,0.2878013687804028,0.0283438200693408,40.66556426879489,0,0.0,0.0,26.750706249567852,19.105777982827117,708.7801960784313,0,0,89.69818181818187,-0.3345098039215699
Nanumba South,2013,1.53,654.48,26.83993464052288,80.56058823529412,17.524248366013072,0.6209803921568627,Savanna Ochrosol,0,0,1.67,470.3496807680808,406.41924705882354,0.3290797089777278,0.0223053825440015,35.33098817659948,0,-0.1399999999999999,-0.0837821663674446,23.50867588055903,16.667073138536463,655.1009803921569,1,0,-171.64181818181817,-0.14271538918597315
Ashaiman,2015,0.99,516.07,26.0040522875817,86.89947712418301,16.84313725490196,0.7935947712418301,Coastal Savannah,0,0,1.02,437.9898218633859,409.5504535947713,0.2958385321319213,0.0293879882467409,28.9226043956044,0,-0.03,-0.029382957884427,19.110835459214545,20.63667992652399,516.8635947712419,1,0,-112.84222222222218,-0.03249818445896935
Zabzugu/Tatale,2015,1.99,589.26,27.85124183006536,72.12895424836601,18.464836601307187,0.4878431372549019,Savanna Ochrosol,0,0,1.41,514.2686295356486,287.4664470588235,0.3808510885507112,0.0169089129725615,30.27305145528052,0,0.5800000000000001,0.4110559886605245,20.424077530899996,13.58703719082404,589.7478431372549,1,1,-189.21181818181822,0.7755139631610177
K. M. A.,2021,2.53,609.12,26.356601307189543,86.07084967320262,18.04117647058824,0.8012418300653595,Forest Ochrosol,0,1,2.58,475.5040953479432,488.0524235294118,0.3027029299255958,0.0292887928974856,31.98962001853567,4,-0.0500000000000002,-0.0193723363037583,22.2659237951433,21.118011465675597,609.9212418300654,1,1,-28.576363636363567,0.3772192513368964
Adansi South,2013,1.1,450.99,25.53385620915033,82.36679738562093,16.382614379084966,0.5840522875816994,Forest Ochrosol,0,0,1.12,418.3113198855141,263.4017411764706,0.3062832807531407,0.0220115871201671,25.944888965761,0,-0.02,-0.0178412132024977,16.99677560792969,14.913107129736428,451.5740522875817,1,1,-303.5009090909091,0.21291740938800174
Amansie West,2017,2.04,866.12,25.44542483660131,86.48738562091503,16.253594771241833,0.7275163398692811,Forest Ochrosol,1,1,3.1,413.5796240762101,630.1164522875818,0.2908467850080348,0.0275101021959146,50.19939389347677,0,-1.06,-0.3418252176717188,32.75122276732202,18.511962343543082,866.8475163398692,0,1,100.99727272727273,0.13949494949494934
Dangme West,2020,2.58,722.12,25.740130718954248,85.53888888888889,17.59980392156863,0.7401307189542483,Coastal Savannah,0,1,2.53,453.0212535691401,534.4631947712418,0.2974400416904259,0.0276786499936449,38.82406519149474,3,0.0500000000000002,0.0197550375345714,27.005103587176503,19.05106145499594,722.8601307189542,0,0,35.153999999999996,-0.08728104575163087
Ga West,2019,2.53,765.59,25.77908496732026,88.64862745098038,17.152614379084966,0.7822222222222222,Coastal Savannah,0,1,2.25,442.17870349011054,598.8615111111111,0.2875569398027447,0.0292101923264668,42.17519217959566,2,0.2799999999999998,0.1243891603731674,28.589102313775264,20.164973129992735,766.3722222222223,0,1,77.41454545454542,0.13674390968508376
Atwima Kwanwoma,2020,2.58,904.23,25.07372549019608,86.62418300653594,17.00843137254902,0.7345098039215686,Forest Ochrosol,0,1,2.53,426.464739254133,664.1658,0.2861507477716033,0.0281704969317771,50.21148046122187,3,0.0500000000000002,0.0197550375345714,34.67973920105884,18.416897193387157,904.9645098039216,0,0,206.76222222222225,-0.37997821350762706
South Dayi,2011,1.46,742.92,25.793594771241832,85.64496732026144,16.889477124183006,0.6758169934640523,Tropical Black Earth,0,0,1.4,435.6403288393353,502.07796078431375,0.2976929366930483,0.0252230803381941,41.52832387681808,0,0.06,0.0428265524625268,27.72752243000229,17.431749668930756,743.595816993464,0,0,140.34727272727264,-0.5034165181223997
Ejusu Juaben,2021,2.53,701.9,26.10457516339869,81.1962091503268,17.04065359477124,0.590392156862745,Forest Ochrosol,0,1,2.58,444.8390225981459,414.39625490196073,0.3175885534533182,0.0217820110923559,38.90657266449776,4,-0.0500000000000002,-0.0193723363037583,25.895997106341937,15.411936434704597,702.4903921568628,0,1,30.0181818181818,0.17929887106357256
Hohoe,2015,2.3,409.38,26.32588235294118,79.15444444444444,17.108496732026143,0.5403921568627451,Tropical Black Earth,0,0,2.4,450.3962722029989,221.2257411764706,0.3284394587899342,0.0197758355936338,22.607067061286365,0,-0.1,-0.041649312786339,14.981400955784215,14.226300346020762,409.92039215686276,1,1,-262.7672727272727,0.5895959595959646
Nzema East,2017,2.04,923.05,25.70169934640523,88.34235294117647,15.126209150326796,0.7843790849673203,Forest Ochrosol,1,1,1.25,388.769279832543,724.021114379085,0.2876765442178065,0.0293756241799988,57.2391187163348,0,0.79,0.6314948041566747,34.56896087492901,20.15987541543851,923.8343790849673,0,0,110.49444444444441,-0.02729121278140667
Nkoranza,2019,2.53,744.72,25.95026143790849,82.99372549019608,17.635555555555555,0.6103921568627451,Forest Ochrosol,0,1,2.25,457.6472772694262,454.57124705882353,0.3089547616379685,0.02264883991085,39.96231814929645,2,0.2799999999999998,0.1243891603731674,27.633127111430166,15.839836050237084,745.3303921568628,1,1,-40.431666666666615,0.24684095860565947
Builsa,2011,1.25,742.66,28.245228758169937,71.52411764705883,19.79300653594771,0.5273856209150327,Savanna Ochrosol,0,0,1.4,559.0579974197958,391.66820522875815,0.3894598055729038,0.0180332192056354,35.71681655156806,0,-0.1499999999999999,-0.1070663811563168,25.39422776074305,14.89612750651459,743.187385620915,1,0,-84.70000000000005,-0.1201772875816971
Sunyani West,2013,1.83,445.19,26.00045751633987,78.29960784313725,16.64281045751634,0.494313725490196,Forest Ochrosol,0,0,1.81,432.7206862531505,220.0635274509804,0.3278762433197834,0.0183076055356118,25.23350806675681,0,0.02,0.011043622308117,16.488239124488327,12.85238301935153,445.6843137254902,1,1,-272.9311111111111,0.31676833696441875
Komenda Edina Eguafo Abirem,2015,1.86,721.68,25.73398692810457,87.86235294117647,15.738692810457517,0.8271241830065359,Forest Ochrosol,0,0,1.4,405.0193150497672,596.9189803921568,0.2895938052094963,0.0309390509253599,43.11447782524151,0,0.4600000000000002,0.3283369022127054,26.994851233405864,21.285202913409368,722.5071241830065,1,0,-35.58454545454549,-0.05578134284017011
Asutifi,2011,1.82,767.58,25.15934640522876,86.58895424836602,16.12470588235294,0.6429411764705882,Forest Ochrosol,0,0,1.73,405.6870609765475,493.50878823529416,0.2872433701387422,0.0245778761636826,44.82295960428689,0,0.09,0.0519930675909879,29.342476226645147,16.175979777008845,768.2229411764706,0,0,42.97545454545457,-0.3179738562091501
Kpandai,2016,3.18,1110.49625,26.969934640522872,83.10013071895425,17.60346405228758,0.6664052287581699,Savanna Ochrosol,1,0,2.12,474.76427493699,740.0405075163397,0.3206883795537842,0.0238257699677524,59.69298227893463,0,1.06,0.4997642621404998,39.70321219096135,17.972905463710536,1111.162655228758,0,1,180.46708333333333,0.0874364560639016
Amansie Central,2014,1.3,847.1899999999999,25.34921568627451,87.9037908496732,16.47751633986928,0.7141176470588235,Forest Ochrosol,0,0,1.1,417.6921156734588,604.9933294117646,0.2851308751179949,0.0271020456761,48.473134484641335,0,0.1999999999999999,0.181653042688465,32.152380172792284,18.102322260668974,847.9041176470588,0,1,27.896363636363617,0.012448009506830005
Nanumba South,2021,2.53,899.7,27.358169934640525,78.71039215686275,18.194771241830068,0.5984967320261437,Savanna Ochrosol,0,1,2.58,497.77564355589743,538.4675098039215,0.3432196128304343,0.0211049138010509,46.87213974393897,4,-0.0500000000000002,-0.0193723363037583,31.72630681294367,16.373775300098252,900.2984967320261,0,1,73.57818181818186,0.37551990493167153
Dormaa,2017,2.04,728.36,25.88758169934641,83.6140522875817,16.468758169934638,0.6063398692810458,Forest Ochrosol,1,1,1.75,426.3363226109616,441.6337071895425,0.3059489647341447,0.0225509261510039,41.695007333353296,0,0.29,0.1656196459166191,27.089085517040203,15.696672903584094,728.9663398692811,1,1,-7.901818181818157,0.40623291740939393
Jirapa,2021,2.53,896.21,27.98222222222222,71.119477124183,19.4281045751634,0.561045751633987,Savanna Ochrosol,0,1,2.58,543.6415395787944,502.81481307189546,0.3879981294656289,0.0193582723689076,43.87142217245241,4,-0.0500000000000002,-0.0193723363037583,30.922749578285543,15.699306899055918,896.771045751634,0,1,65.6877777777778,0.07623093681916515
Berekum,2013,1.98,445.19,26.00045751633987,78.29960784313725,16.64281045751634,0.494313725490196,Forest Ochrosol,0,0,1.98,432.7206862531505,220.0635274509804,0.3278762433197834,0.0183076055356118,25.23350806675681,0,0.0,0.0,16.488239124488327,12.85238301935153,445.6843137254902,1,1,-276.7727272727273,0.38993464052287763
Sekyere Afram Plains,2016,1.65,512.63,26.64679738562092,78.94797385620916,17.26156862745098,0.5409803921568627,Forest Ochrosol,1,0,1.59,459.96552177367687,277.3227784313725,0.3333017223619282,0.0195675609225619,28.07152060472008,0,0.0599999999999998,0.0377121307353864,18.542111509328688,14.415394899397668,513.1709803921568,1,1,-139.5344444444445,0.6015323166303617
Jasikan,2014,2.4,726.2,25.159411764705883,83.78503267973856,17.258169934640524,0.6530065359477124,Tropical Black Earth,0,0,2.31,434.20540369088815,474.2133464052288,0.2967435521283739,0.0249625848555488,39.77397529980311,0,0.0899999999999998,0.0389441800086542,27.760563063569517,16.42926032295271,726.8530065359478,1,1,-93.24818181818182,0.1793939393939361
Bole,2013,1.25,440.88,27.23091503267974,74.53764705882354,18.51346405228758,0.6009150326797386,Savanna Ochrosol,0,0,1.38,504.13856656841386,264.9314196078431,0.3604946155057513,0.0212857086631491,22.59363067565214,0,-0.1299999999999999,-0.0941346850108616,15.616922068931986,16.36346619676193,441.4809150326797,1,1,-142.48636363636365,0.05291740938799805
Builsa North,2019,2.53,934.55,28.307581699346407,74.46013071895425,19.848366013071896,0.610718954248366,Savanna Ochrosol,0,1,2.25,561.8592425135632,570.7473986928104,0.3751329533840318,0.0208382581856621,44.82605492507367,2,0.2799999999999998,0.1243891603731674,31.887653153615247,17.28797669272502,935.1607189542483,0,0,9.970000000000027,-0.06563398692810551
Assin North,2020,2.58,859.5,25.287647058823527,87.32594771241831,16.581045751633987,0.7522875816993464,Forest Ochrosol,0,1,2.53,419.29563283352553,646.5911764705883,0.2862991874274356,0.0286175320300049,48.8878768727462,3,0.0500000000000002,0.0197550375345714,32.69596545011077,19.02358285274894,860.2522875816993,0,0,105.0090909090909,-0.033291740938800274
Nanumba North,2019,2.53,831.95,27.21875816993464,81.1375163398693,18.087843137254904,0.6232679738562091,Savanna Ochrosol,0,1,2.25,492.3286281686532,518.5277908496732,0.331380340955388,0.0220870092901629,43.58533303200888,2,0.2799999999999998,0.1243891603731674,29.482162006916088,16.964580255457303,832.5732679738562,0,1,5.828181818181861,0.23610814022578808
Gomoa East,2013,1.8,452.76,25.60529411764706,84.13647058823528,16.894248366013073,0.6350980392156863,Forest Ochrosol,0,0,1.9,432.582198308343,287.5469882352941,0.3007558798330708,0.0238711151399913,25.30198479081897,0,-0.0999999999999998,-0.0526038926880588,17.017665656989983,16.261872087658595,453.39509803921567,1,0,-228.19444444444446,-0.10053013798111365
Sissala East,2018,2.25,1006.4,27.71058823529412,73.19235294117647,19.394771241830068,0.5864705882352942,Savanna Ochrosol,0,1,2.04,537.440519800077,590.224,0.3734965550595829,0.0204269791837403,49.34598128445071,1,0.2099999999999999,0.1028907398334149,35.05326995574495,16.251444982698967,1006.9864705882353,0,0,172.71818181818185,-0.45549019607842567
Yilo Krobo,2017,2.04,740.95,25.689738562091502,87.48274509803922,16.56300653594771,0.7627450980392158,Forest Ochrosol,1,1,2.23,425.4993077107095,565.155980392157,0.2903361387988943,0.0285782154165636,42.18810705806174,0,-0.1899999999999999,-0.0851636037651277,27.761605767558954,19.594722158144304,741.7127450980392,0,0,122.61818181818194,-0.11248366013072086
K. M. A.,2019,2.53,727.46,26.16169934640523,88.03039215686275,17.152614379084966,0.8558823529411764,Forest Ochrosol,0,1,2.25,448.7415403904481,622.6201764705883,0.2938513322541689,0.0315106334852517,40.07466829891804,2,0.2799999999999998,0.1243891603731674,26.78256580055538,22.391336793540944,728.3158823529412,0,1,89.76363636363646,0.18231729055258228
Sunyani West,2017,2.04,791.96,25.835490196078432,82.870522875817,16.468758169934638,0.6075816993464052,Forest Ochrosol,1,1,1.79,425.4784402409329,481.18040261437903,0.3080401708515849,0.0226409763677502,45.33579275045647,0,0.25,0.1395868230039084,29.511665120085343,15.697171036780723,792.5675816993464,0,1,73.83888888888896,0.1518010167029793
Asunafo South,2021,2.53,756.3,25.169281045751635,87.84326797385621,16.60666666666667,0.7078431372549019,Forest Ochrosol,0,1,2.58,417.9778605664489,535.3417647058823,0.2832998112266442,0.0270486275881015,42.955319954562654,4,-0.0500000000000002,-0.0193723363037583,28.90029721022003,17.815902857875177,757.0078431372549,1,0,-21.87545454545466,-0.07263814616755582
Adaklu Anyigbe,2011,1.97,742.92,25.793594771241832,85.64496732026144,16.889477124183006,0.6758169934640523,Tropical Black Earth,0,0,1.79,435.6403288393353,502.07796078431375,0.2976929366930483,0.0252230803381941,41.52832387681808,0,0.1799999999999999,0.100502512562814,27.72752243000229,17.431749668930756,743.595816993464,0,0,140.34727272727264,-0.5034165181223997
Sunyani West,2019,2.53,701.91,25.807908496732026,83.60509803921569,16.706013071895423,0.5835947712418301,Forest Ochrosol,0,1,2.25,431.1472567046862,409.63100588235295,0.305039638211514,0.0217695002694064,39.64246480277001,2,0.2799999999999998,0.1243891603731674,26.182945233700913,15.061360455380411,702.4935947712418,1,1,-16.21111111111111,0.1242193173565731
Jaman South,2017,2.04,791.96,25.835490196078432,82.870522875817,16.468758169934638,0.6075816993464052,Forest Ochrosol,1,1,1.72,425.4784402409329,481.18040261437903,0.3080401708515849,0.0226409763677502,45.33579275045647,0,0.32,0.1859384079023824,29.511665120085343,15.697171036780723,792.5675816993464,0,1,69.99727272727273,0.22496732026143818
Kadjebi,2016,2.38,897.39,25.25980392156863,85.09653594771243,16.827254901960785,0.6845098039215687,Tropical Black Earth,1,0,2.3,425.053159361784,614.2722529411765,0.29338931750877,0.0260668284487586,50.33809214795587,0,0.08,0.034767492394611,34.17352249393317,17.290583429450216,898.0745098039215,0,1,77.94181818181812,0.27978609625668227
Jaman South,2012,1.85,783.32,25.04993464052288,84.40960784313725,15.469869281045751,0.634313725490196,Forest Ochrosol,0,0,1.82,387.5192143876287,496.8706274509804,0.2932917650966087,0.0243499161991549,47.56079035195981,0,0.03,0.0164744645799011,30.06994108850774,15.889517365115983,783.9543137254902,0,0,61.35727272727274,-0.5605882352941123
Savelugu/Nanton,2014,1.28,554.86,27.989019607843137,74.39228758169935,18.79437908496732,0.5107843137254903,Savanna Ochrosol,0,0,1.29,526.0362447263873,283.4137843137256,0.3712451300474554,0.017619923703363,28.031189946310764,0,-0.01,-0.0077459333849728,19.14035063986364,14.296352172241447,555.3707843137255,1,1,-94.99000000000001,0.24664884135471965
Akontombra,2016,1.15,721.88,25.57509803921569,86.83045751633986,15.903660130718956,0.6491503267973857,Forest Ochrosol,1,0,1.18,406.73766702550313,468.6086379084968,0.2911871207599907,0.0244270153148433,42.70554391283166,0,-0.03,-0.0254022015241321,27.163775611843608,16.60208325003204,722.5291503267974,1,1,-110.61333333333334,0.3805083514887464
Aowin Suaman,2016,1.29,728.06,25.606732026143792,86.87274509803922,15.732026143790849,0.6213071895424837,Forest Ochrosol,1,0,1.18,402.84577769234056,452.3489124183006,0.2914069885670975,0.0233515032560927,43.5129609375,0,0.1100000000000001,0.0931414055884844,27.36375137257021,15.909646708530907,728.6813071895424,1,1,-115.55454545454552,0.435638740344622
